Tag Name,Description,Area,Loop Type,Unit,Range Low,Range High,Typical SP,Alarm HH,Alarm H,Alarm L,Alarm LL,Control Mode,Controller Output,SP Source,Cascade Master,Fail Position,Interlocks,Summary,On Hold,Page
1530-A-0002,TAILGAS SCRUBBER CAUSTIC LIQUOR INLET PH,Tail Gas,Analysis,pH,0,14,8,-,10,5.5,-,Auto,ACV-0002,Operator,None,Fail Close,"I-60, I-61, I-62",-,-,233
1530-D-0006,TAILGAS SCRUBBER CIRCULATION PUMPS DISCH WEAK ACID DENSITY,Tail Gas,Density,lb/ft3,0,100,66.5,-,68.5,-,-,Auto,DCV-0006,Operator,None,Fail Close,I-60,-,-,235
1530-L-0013,TAILGAS SCRUBBER BOTTOM LEVEL,Tail Gas,Level,%,0,100,TBD,26.5,26,24,TBD,Auto,LCV-0013,Operator,None,Fail Last,"I-60, I-61",-,-,236
1530-P-0008,TAILGAS SCRUBBER CHEVRON VANE DEMISTER DIFFERENTIAL PRESSURE,Tail Gas,Pressure,inH2O-g,0,70,-,-,5,-,-,Indication,None,None,None,None,N/A,-,-,237
1530-P-0009,TAILGAS SCRUBBER MESH PAD DIFFERENTIAL PRESSURE,Tail Gas,Pressure,inH2O-g,0,70,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,238
1530-T-0420,PLANT STACK GAS INLET TEMPERATURE,Tail Gas,Temperature,°F,0,200,-,-,85,-,-,Indication,None,None,None,None,N/A,-,-,239
1530-A-0460,PLANT STACK SO2,Tail Gas,Analysis,ppm,0,1000,-,-,6.8,-,-,Indication,None,None,None,None,N/A,-,-,240
1530-A-0461,PLANT STACK 02,Tail Gas,Analysis,vol% O2,0,21,-,-,-,3.5,-,Indication,None,None,None,None,N/A,-,-,241
1530-A-0465,PLANT STACK SO2,Tail Gas,Analysis,ppm,0,50,-,-,6.8,-,-,Indication,None,None,None,None,N/A,-,-,242
1530-T-0653,OXIDATION BLOWERS DISCH TEMPERATURE,Tail Gas,Temperature,°F,0,200,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,243
1530-P-0652,OXIDATION AIR BLOWERS DISCH PRESSURE,Tail Gas,Pressure,inH2O,0,620,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,244
1530-T-0654,HUMIDIFIED AIR TO TAILGAS SCRUBBER TEMPERATURE,Tail Gas,Temperature,°F,0,200,-,140,130,-,-,Indication,None,None,None,None,I-65,-,-,245
1530-X-0656,RAW WATER TO OXIDATION BLOWERS AIR SPARGER,Tail Gas,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XEV-0656,Operator,None,Fail Close,"I-63A, I-63B",-,-,246
1540-L-6842,DEAERATOR LEVEL,Sulfur Burning,Level,%,0,100,-,-,-,-,10,Indication,None,None,None,None,I-21,-,-,247
1540-T-6821,DEAERATOR TANK BOTTOM TEMPERATURE,Sulfur Burning,Temperature,°F,0,TBD,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,248
1540-L-6840,DEAERATOR LEVEL,Sulfur Burning,Level,%,0,100,TBD,-,80,20,-,Auto,LCV-6840,Operator,None,-,N/A,-,-,249
1540-P-6801,DEAERATOR PRESSURE,Sulfur Burning,Pressure,psig,0,TBD,4.9,-,TBD,TBD,-,Auto,PCV-6801,Operator,None,-,N/A,-,-,250
1540-T-6820,DEAERATOR TOWER TOP TEMPERATURE,Sulfur Burning,Temperature,°F,0,TBD,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,251
1540-P-7000,HP BFW PUMPS DISCH PRESSURE,Sulfur Burning,Pressure,psig,0,1750,-,-,-,TBD,-,Indication,None,None,None,None,I-23,-,-,252
1540-F-7070,HP BFW PUMPS DISCH FLOW,Sulfur Burning,Flow,US gal/min,0,1117.5,TBD,-,-,-,-,Auto,FCV-7070,FY-7070A,None,Fail Open,N/A,-,-,253
1540-T-7225,HP SUPERHEATER 4A PGS INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,950,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,254
1540-T-7247,HP SUPERHEATER 4A HP STEAM OUTLET TEMPERATURE UPSTREAM BYPASS,Sulfur Burning,Temperature,°F,0,700,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,255
1540-T-7228,HP SUPERHEATER 4A HP STEAM OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,700,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,256
1540-T-7221,ECON 4A PGS OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,350,275,-,315,265,-,Auto,TCV-7221,Operator,None,Fail Open,N/A,-,-,257
1540-T-7223,ECON 4C BFW OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,600,-,-,535,-,-,Indication,None,None,None,None,N/A,-,-,258
1540-T-7227,ECON 3B BFW OUTLET TEMPERATURE DOWNSTREAM BYPASS,Sulfur Burning,Temperature,°F,0,500,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,259
1540-T-7220,ECON 4A BOILER FDWT OUTLET TEMPERATURE DOWNSTREAM BYPASS,Sulfur Burning,Temperature,°F,0,400,-,-,-,275,-,Indication,None,None,None,None,N/A,-,-,260
1540-L-7241,ECON 4A DRAIN POT LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,261
1540-L-7240,ECON 3B DRAIN POT LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,262
1540-T-7222,ECON 3B PGS INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,650,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,263
1540-T-7224,ECON 3B PGS OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,400,330,-,370,320,-,Auto,TCV-7224,Operator,None,Fail Lock,N/A,-,-,264
1540-T-7810,HP SUPERHEATER 1B HP STEAM OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,950,900,-,TBD,TBD,-,Auto,TCV-7810,Operator,None,Fail Lock,N/A,-,-,265
1540-L-7440,WHB LEVEL,Sulfur Burning,Level,%,0,100,-,-,-,-,-,Auto,FY-7070A,Operator,None,-,N/A,-,-,266
1540-L-7440A,WHB LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,80,90,Indication,FCV-7070,Operator,None,-,"I-1, I-7",-,-,268
1540-L-7440B,WHB LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,20,90,Indication,FCV-7070,Operator,None,-,"I-1, I-7",-,-,269
1540-L-7441,WHB LEVEL,Sulfur Burning,Level,%,0,100,-,90,80,20,10,Indication,None,None,None,None,"I-1, I-7",-,-,270
1540-P-7401,WHB PRESSURE,Sulfur Burning,Pressure,psig,0,1200,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,271
1540-P-7400,WHB HP STEAM OUTLET PRESSURE,Sulfur Burning,Pressure,psig,0,1200,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,272
1540-T-7420,WHB HP STEAM OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,600,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,273
1540-F-7470,WHB HP STEAM OUTLET FLOW,Sulfur Burning,Flow,lb/h,0,276723,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,274
1540-T-7421,WHB PGS OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,800,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,276
1540-P-7422,WHB PGS OUTLET PRESSURE,Sulfur Burning,Pressure,inH2O,0,400,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,277
1540-F-7490,WHB DRUM CONTINUOUS BLOWDOWN FLOW,Sulfur Burning,Flow,US gal/min,0,28,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,278
1540-L-7640,PRESSURIZED BOILER BLOWDOWN TANK LEVEL,Sulfur Burning,Level,%,0,TBD,TBD,-,80,20,-,Auto,LCV-7640,Operator,None,Fail Open,N/A,-,-,279
1540-L-7655,BOILER BLOWDOWN SUMP LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,10,-,Indication,None,None,None,None,"I-119, I-120",-,-,280
1540-T-7821,HP SUPERHEATER 1B PROCESS GAS INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,1200,-,-,1171,-,-,Indication,None,None,None,None,N/A,-,-,281
1540-P-7806,HP SUPERHEATER 1B HP STEAM OUTLET PRESSURE,Sulfur Burning,Pressure,psig,0,1150,870,-,TBD,TBD,-,Auto,PCV-7806A/B,Operator,None,-,N/A,-,-,282
1540-T-7823,HP SUPERHEATER 1B PROCESS GAS OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,284
1540-F-8026,LOW PRESSURE STEAM TO PROCESS PLANT FLOW,Sulfur Burning,Flow,lb/h,0,95200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,285
1540-T-8025,LOW PRESSURE STEAM TO PROCESS PLANT TEMPERATURE,Sulfur Burning,Temperature,°F,0,500,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,287
1540-P-8024,LOW PRESSURE STEAM TO PROCESS PLANT PRESSURE,Sulfur Burning,Pressure,psig,0,170,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,288
1550-L-2215,ACID PLANT COOLING TOWER LEVEL,Cooling Tower,Level,%,0,100,TBD,-,80,20,10,Auto,LCV-2215,Operator,None,Fail Open,I-111,-,-,289
1550-V-2201,ACID PLANT COOLING TOWER FAN MOTOR VIBRATION,Cooling Tower,Vibration,-,0,1,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,290
1550-H-2201,ACID PLANT COOLING TOWER FAN MOTOR,Cooling Tower,Motor Control,-,0,1,-,-,-,-,-,Auto/Man,HS-2201,Operator,None,-,I-137,-,-,291
1550-H-2210,ACID PLANT COOLING TOWER PUMP,Cooling Tower,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-2201,Operator,None,-,I-111,-,-,292
1550-H-2212,ACID PLANT COOLING TOWER PUMP (STANDBY),Cooling Tower,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-2212,Operator,None,-,I-111,-,-,293
1550-A-2217,ACID PLANT COOLING PUMPS CW DISCH CONDUCTIVITY,Cooling Tower,Analysis,µS/cm,0,750,TBD,-,TBD,-,-,Auto,ACV-2217,Operator,None,Fail Lock,N/A,-,-,294
1550-F-2218,ACID PLANT COOLING TOWER PUMPS DISCH FLOW,Cooling Tower,Flow,US gal/min,0,2867,-,-,-,TBD,TBD,Indication,None,None,None,None,N/A,-,-,295
1550-T-2430,CW SUPPLY HEADER TO POWER PLANT TEMPERATURE,Cooling Tower,Temperature,°F,0,150,-,-,TBD,TBD,-,Indication,None,None,None,None,I-137,-,-,296
1550-T-2432,CW RETURN HEADER TEMPERATURE,Cooling Tower,Temperature,°F,0,150,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,297
1550-A-2461,POWER PLANT CW TO CW RETURN HEADER CONDUCTIVITY,Cooling Tower,Analysis,µS/cm,0,750,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,298
1550-P-3000,INSTRUMENT AIR RECEIVER PRESSURE,Cooling Tower,Pressure,psig,0,200,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,299
1550-P-3200,PLANT AIR RECEIVER PRESSURE,Cooling Tower,Pressure,psig,0,200,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,300
1560-P-2600,RAW WATER HEADER PRESSURE,Water Treatment,Pressure,psig,0,200,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,301
1560-T-2620,RAW WATER HEADER TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,302
1560-F-2670,RAW WATER HEADER FLOW,Water Treatment,Flow,US gal/min,0,1550,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,303
1560-L-3401,TW STORAGE TANK LEVEL,Water Treatment,Level,%,0,100,-,-,TBD,TBD,TBD,Indication,None,None,None,None,I-112,-,-,304
1560-P-3632,RAW WATER HEADER TO MULTIMEDIA FILTERS PRESSURE,Water Treatment,Pressure,psig,0,145,TBD,-,TBD,TBD,-,Auto,PCV-3632,Operator,None,Fail Close,N/A,-,-,305
1560-F-3409,TW EXPORT PUMPS DISCH FLOW,Water Treatment,Flow,US gal/min,0,500,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,306
1560-P-3430,TW EXPORT PUMPS DISCH PRESSURE,Water Treatment,Pressure,psig,0,145,-,-,-,-,-,Auto,PCV-3430,Operator,None,Fail Open,N/A,-,-,307
1560-L-3601,WATER TREATMENT AREA SUMP LEVEL,Water Treatment,Level,%,0,100,-,TBD,TBD,-,TBD,Indication,None,None,None,None,"I-116, I-117, I-118",-,-,308
1560-P-3800,TW PUMPS DISCH PRESSURE,Water Treatment,Pressure,psig,0,150,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,309
1560-T-3815,TW PUMPS DISCH TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,310
1560-F-3900,TREATED WATER TO CONDENSATE HEADER FLOW,Water Treatment,Flow,US gal/min,0,530,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,311
1560-P-3901,PROCESS CONDENSATE DISTRIBUTION PRESSURE,Water Treatment,Pressure,psig,0,150,TBD,-,-,-,-,Auto,PCV-3901A/B,Operator,None,Fail Last,N/A,-,-,312
1560-P-3910,PROCESS CONDENSATE INLET PRESSURE,Water Treatment,Pressure,psig,0,150,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,313
1560-T-3911,PROCESS CONDENSATE INLET TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,314
1560-F-3912,PROCESS CONDENSATE INLET FLOW,Water Treatment,Flow,US gal/min,0,110,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,315
1560-T-3914,PROCESS CONDENSATE DISTRIBUTION TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,316
1560-F-3920,PROCESS CONDENSATE TO RAW WATER HEADER FLOW,Water Treatment,Flow,US gal/min,0,110,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,317
1560-P-6001,BOILER FEED WATER TO SPRAY DESUPERHEATER PRESSURE,Water Treatment,Pressure,psig,0,1750,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,318
1560-P-6002,TGS HP STEAM INLET PRESSURE,Water Treatment,Pressure,psig,0,1650,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,319
1560-F-6004,TGS HP STEAM INLET FLOW,Water Treatment,Flow,lb/h,0,276723,-,-,-,-,-,Indication,FY-6004,None,None,-,N/A,-,-,320
1560-T-6003,TGS INLET HP STEAM TEMPERATURE,Water Treatment,Temperature,°F,0,1250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,321
1560-T-6009,TURBINE LUBE OIL COOLERS CW INLET TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,322
1560-T-6006,TURBO GENERATOR COOLER CW OUTLET TEMPERATURE,Water Treatment,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,323
1560-P-6011,LP STEAM TO SPRAY DESUPERHEATER TCV-6014A PRESSURE,Water Treatment,Pressure,psig,0,330,TBD,-,-,-,-,Auto,PCV-6011,Operator,None,Fail Close,I-202,-,-,324
1560-T-6012,LP STEAM TO SPRAY DESUPERHEATER TCV-6014A TEMPERATURE,Water Treatment,Temperature,°F,0,1250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,325
1560-F-6020,LP STEAM TO PROCESS PLANT FLOW,Water Treatment,Flow,lb/h,0,276723,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,326
1560-P-6015,SPRAY DESUPERHEATER OUTLET LP STEAM PRESSURE,Water Treatment,Pressure,psig,0,280,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,327
1560-T-6014,SPRAY DESUPERHEATER OUTLET LP STEAM TEMPERATURE,Water Treatment,Temperature,°F,0,600,TBD,-,TBD,-,-,Auto,TCV-6014,Operator,None,Fail Close,N/A,-,-,328
1560-T-6016,LP STEAM TO SPRAY DESUPERHEATER TCV-6018A TEMPERATURE,Water Treatment,Temperature,°F,0,600,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,329
1560-P-6017,LP STEAM TO SPRAY DESUPERHEATER TCV-6018A PRESSURE,Water Treatment,Pressure,psig,0,180,TBD,-,TBD,-,-,Auto,PCV-6017,Operator,None,Fail Close,N/A,-,-,330
1560-T-6018,SPRAY DESUPERHEATER OUTLET LP STEAM TEMPERATURE,Water Treatment,Temperature,°F,0,600,TBD,-,TBD,-,-,Auto,TCV-6018,Operator,None,Fail Close,N/A,-,-,331
1560-P-6019,SPRAY DESUPERHEATER OUTLET LP STEAM PRESSURE,Water Treatment,Pressure,psig,0,180,TBD,-,TBD,-,-,Auto,PCV-6019,Operator,None,Fail Close,N/A,-,-,332
1560-F-6670,SPRAY DESUPERHEATER HP STEAM INLET FLOW,Water Treatment,Flow,lb/h,0,276723,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,333
1560-F-6675,SPRAY DESUPERHEATER COND INLET FLOW,Water Treatment,Flow,US gal/min,0,675,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,334
1560-T-6671,SPRAY DESUPERHEATER HP STEAM INLET TEMPERATURE,Water Treatment,Temperature,°F,0,1350,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,335
1560-P-6672,SPRAY DESUPERHEATER HP STEAM OUTLET PRESSURE,Water Treatment,Pressure,psig,-9.4,0,TBD,-,-,-,-,Auto,PCV-6672,Operator,None,-,N/A,-,-,336
1560-T-6673,SPRAY DESUPERHEATER HP STEAM OUTLET TEMPERATURE,Water Treatment,Temperature,°F,0,1250,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,337
1560-T-6674,SPRAY DESUPERHEATER COND INLET TEMPERATURE,Water Treatment,Temperature,°F,0,200,-,-,-,-,-,Indication,TCV-6674,None,None,-,N/A,-,-,338
1560-V-7403,ACC FAN VIBRATION,Water Treatment,Vibration,-,0,1,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,339
1560-V-7404,ACC FAN VIBRATION,Water Treatment,Vibration,-,0,1,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,340
1560-V-7405,ACC FAN VIBRATION,Water Treatment,Vibration,-,0,1,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,341
1560-P-7524,BYPASS COND PUMPS DISCH PRESSURE,Water Treatment,Pressure,psig,0,1750,TBD,-,-,TBD,TBD,Auto,PCV-7524,Operator,None,Fail Close,I-115,-,-,342
1560-L-7507,CONDENSATE TANK LEVEL,Water Treatment,Level,%,0,TBD,TBD,-,-,-,90,Auto,LCV-7507,Operator,None,Fail Close,I-126,-,-,343
1560-F-7511,ACC COND FLOW,Water Treatment,Flow,US gal/min,0,675,TBD,-,-,-,-,Auto,FCV-7511,Operator,None,Fail Close,N/A,-,-,344
1560-A-7512,ACC COND CONDUCTIVITY,Water Treatment,Analysis,µS/cm,0,15,-,TBD,TBD,TBD,-,Indication,None,None,None,None,I-121,-,-,345
1560-X-7513,OFF SPEC COND RETURN VALVE,Water Treatment,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XV-7513,None,None,Fail Last,I-121,-,-,346
1560-X-7514,COND VALVE LINE TO BFW HEATER,Water Treatment,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XV-7514,None,None,Fail Last,I-121,-,-,347
1560-F-7526,ACC COND TRANSFER PUMPS FLOW TO BFW HEATER,Water Treatment,Flow,US gal/min,0,675,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,348
1570-F-8631,PRODUCT ACID TRANSFER PUMPS DISCH FLOW,Acid Storage,Flow,US gal/min,0,1000,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,349
1570-L-8601,PRODUCT ACID STORAGE TANK #1 LEVEL,Acid Storage,Level,%,0,100,-,90,80,20,-,Indication,None,None,None,None,I-14,-,-,350
1570-L-8602,PRODUCT ACID STORAGE TANK #1 LEVEL,Acid Storage,Level,%,0,100,-,90,80,20,-,Indication,None,None,None,None,I-14,-,-,351
1570-L-8604,PRODUCT ACID STORAGE TANK #2 LEVEL,Acid Storage,Level,%,0,100,-,90,80,20,-,Indication,None,None,None,None,I-14,-,-,352
1570-L-8605,PRODUCT ACID STORAGE TANK #2 LEVEL,Acid Storage,Level,%,0,100,-,90,80,20,-,Indication,None,None,None,None,I-14,-,-,353
1570-L-8603,PRODUCT ACID STORAGE SUMP,Acid Storage,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,I-14,-,-,354
1570-T-8801,98.5 ACID RECIRCULATION PUMPS SUCTION TEMPERATURE,Acid Storage,Temperature,°F,0,150,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,355
1570-T-8806A,ACID HEATER SA INLET TEMPERATURE,Acid Storage,Temperature,°F,0,TBD,-,-,TBD,TBD,-,Indication,None,None,None,None,I-153,-,-,356
1570-H-8806A,DCS HAND SWITCH OF ACID HEATER,Acid Storage,Hand Control,-,0,1,-,-,-,-,-,Auto/Man,HS-8806A,None,None,-,I-153,-,-,357
1570-H-8806B,DCS HAND SWITCH OF STDBY ACID HEATER,Acid Storage,Hand Control,-,0,1,-,-,-,-,-,Auto/Man,HS-8806B,None,None,-,I-154,-,-,358
1570-T-8806B,ACID HEATER SA INLET TEMPERATURE,Acid Storage,Temperature,°F,0,TBD,-,-,TBD,TBD,-,Indication,None,None,None,None,I-154,-,-,359
1570-T-8820,ACID HEATER OUTLET SA TEMPERATURE,Acid Storage,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,360
1570-T-8821,ACID HEATER OUTLET SA TEMPERATURE,Acid Storage,Temperature,°F,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,361
1570-F-8815,STDBY ACID HEATER OUTLET SA FLOW,Acid Storage,Flow,US gal/min,0,1000,-,-,-,TBD,-,Indication,None,None,None,None,I-154,-,-,362
1570-F-8816,ACID HEATER OUTLET SA FLOW,Acid Storage,Flow,US gal/min,0,1000,-,-,-,TBD,-,Indication,None,None,None,None,I-153,-,-,363
1570-L-9008,START-UP ACID STORAGE TANK LEVEL,Acid Storage,Level,%,0,100,-,-,TBD,TBD,-,Indication,None,None,None,None,"I-14, I-150, I-155",-,-,364
1570-L-9009,START-UP ACID STORAGE TANK LEVEL,Acid Storage,Level,%,0,100,-,TBD,TBD,TBD,TBD,Indication,None,None,None,None,"I-14, I-150, I-155",-,-,365
